City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,palestine,31.9216,35.2033,13.53,97,100,4.65,PS,1681200143
291,gravdal,68.1214,13.5031,5.94,49,0,7.72,NO,1681199902
292,saint anthony,45.0205,-93.218,14.16,58,0,4.12,US,1681200146
293,gazanjyk,39.2446,55.5154,26.13,23,84,8.91,TM,1681200147
294,shingu,33.7333,135.9833,18.25,67,69,5.01,JP,1681199889
295,lewiston,44.1003,-70.2148,9.57,62,0,0.45,US,1681200150
296,campo verde,-20.4167,-54.0667,19.86,91,29,1.72,BR,1681200153
297,yuxia,34.0615,108.6291,24.34,26,1,3.65,CN,1681200155
298,provost,52.3501,-110.2683,3.25,80,100,6.15,CA,1681199708
299,gandorhun,7.5,-11.8333,25.59,84,8,1.87,SL,1681200157
300,padang,-0.9492,100.3543,30.03,69,96,2.92,ID,1681200035
301,nhulunbuy,-12.2333,136.7667,30.34,70,87,4.12,AU,1681200159
302,sindor,62.8629,51.8905,0.64,100,100,3.73,RU,1681200160
303,tuatapere,-46.1333,167.6833,12.62,96,100,2.14,NZ,1681200161
304,hirara,24.8,125.2833,25.15,69,20,3.09,JP,1681200162
305,morant bay,17.8815,-76.4093,25.79,84,7,1.41,JM,1681200163
306,shimoda,34.6667,138.95,20.2,72,4,6.63,JP,1681200165
307,keningau,5.3378,116.1602,29.33,70,82,1.46,MY,1681200166
308,polyarnyy,69.1989,33.4478,1.66,97,98,4.13,RU,1681200168
309,pisco,-13.7,-76.2167,22.03,88,76,2.06,PE,1681200169
310,san juan,-31.5375,-68.5364,20.73,58,100,1.69,AR,1681200093
311,kulhudhuffushi,6.6221,73.07,29.02,72,100,5.17,MV,1681200171
312,la palma,33.8464,-118.0467,17.76,91,100,1.54,US,1681199929
313,kuching,1.55,110.3333,32.12,59,40,2.68,MY,1681200173
314,monticello,45.3055,-93.7941,13.97,67,100,2.06,US,1681200116
315,tacuarembo,-31.7333,-55.9833,15.66,89,5,1.71,UY,1681200138
316,caravelas,-17.7125,-39.2481,23.36,91,100,4.52,BR,1681200176
317,santa helena de goias,-17.8136,-50.5969,19.7,88,57,1.13,BR,1681200177
318,krasnoarmeysk,51.0239,45.6969,12.39,32,99,4.07,RU,1681200178
319,bumba,2.1833,22.4667,28.11,63,100,1.91,CD,1681200179
320,miyako,39.6367,141.9525,16.16,54,100,3.09,JP,1681200180
321,ussel,45.55,2.3167,7.85,92,100,2.08,FR,1681200182
322,bestobe,52.4994,73.0975,4.75,29,32,5.93,KZ,1681200183
323,fuyang,32.9,115.8167,24.16,35,100,5.38,CN,1681200026
324,prince rupert,54.3161,-130.3201,2.83,99,100,2.57,CA,1681200075
325,humberto de campos,-2.5983,-43.4611,23.03,95,85,1.53,BR,1681200187
326,enumclaw,47.2043,-121.9915,5.3,95,100,0.45,US,1681200188
327,ponta do sol,32.6667,-17.1,21.51,59,4,2.68,PT,1681200190
328,aasiaat,68.7098,-52.8699,-7.37,78,1,3.2,GL,1681200192
329,dymer,50.7865,30.3026,14.42,55,87,5.36,UA,1681200193
330,cururupu,-1.8283,-44.8683,22.98,98,94,1.18,BR,1681200195
331,presidencia roque saenz pena,-26.7852,-60.4388,19.72,70,20,1.89,AR,1681200196
332,nacala,-14.5428,40.6728,29.62,74,75,1.54,MZ,1681200197
333,waddan,29.1614,16.139,16.6,34,0,5.8,LY,1681200198
334,vao,-22.6667,167.4833,25.71,76,62,4.87,NC,1681200200
335,hasaki,35.7333,140.8333,22.34,69,5,11.5,JP,1681200201
336,nanganga,-10.3833,39.15,28.8,73,99,1.08,TZ,1681200202
337,grindavik,63.8424,-22.4338,4.26,100,75,3.6,IS,1681200204
338,verkhnevilyuysk,63.4453,120.3167,-7.13,72,100,1.55,RU,1681200205
339,havre-saint-pierre,50.2334,-63.5986,1.0,86,100,2.57,CA,1681200206
340,port blair,11.6667,92.75,32.02,66,20,3.6,IN,1681200207
341,candolim,15.5181,73.7626,33.0,49,2,5.66,IN,1681200210
342,parsons,37.3403,-95.2611,9.99,92,0,3.64,US,1681200211
343,pochutla,15.7432,-96.4661,24.9,62,0,1.09,MX,1681200212
344,port-gentil,-0.7193,8.7815,25.98,89,40,2.57,GA,1681200214
345,beira,-19.8436,34.8389,31.05,70,40,4.63,MZ,1681200216
346,comodoro rivadavia,-45.8667,-67.5,7.92,71,0,3.6,AR,1681200019
347,police,53.5521,14.5718,10.37,80,100,2.24,PL,1681199968
348,margate,51.3813,1.3862,9.83,68,32,2.24,GB,1681200221
349,kaeo,-35.1,173.7833,17.97,93,43,5.55,NZ,1681200222
350,rosario,-32.9468,-60.6393,19.9,91,0,1.54,AR,1681200223
351,killam,52.7834,-111.8518,3.97,60,100,1.54,CA,1681200224
352,kalmunai,7.4167,81.8167,30.41,61,60,3.85,LK,1681200225
353,srednekolymsk,67.45,153.6833,-15.72,91,98,3.39,RU,1681200226
354,kirkwall,58.9848,-2.9587,7.2,87,20,5.14,GB,1681200227
355,luganville,-15.5333,167.1667,27.13,83,99,0.68,VU,1681200228
356,te anau,-45.4167,167.7167,11.69,97,99,1.62,NZ,1681200230
357,ada,43.4166,-116.1262,16.34,50,0,6.17,US,1681200231
358,carauari,-4.8828,-66.8958,21.98,99,100,0.27,BR,1681200232
359,riyadh,24.6877,46.7219,29.08,24,73,7.55,SA,1681200107
360,itaituba,-4.2761,-55.9836,22.52,99,100,0.33,BR,1681200082
361,naze,28.3667,129.4833,21.51,75,83,4.32,JP,1681199973
362,cape canaveral,28.4058,-80.6048,22.79,69,0,9.26,US,1681200236
